Genre,Length,Theme,Title
Pabula,Long,Kasipagan,Ang Tigre at Ang Leopardo
Pabula,Long,Katapatan,Ang Tigre at Ang Lobo
Pabula,Long,Kabayanihan,Ang Tikling at Ang Lobo
Pabula,Long,Matulungin,Ang Tsonggo at Ang Alamid
Pabula,Long,Pagkakaibigan,Ang Usa sa Ilug-Ilugan
Pabula,Long,Kasipagan,Ang Uwak at Ang Gansa
Pabula,Long,Katapatan,Ang Uwak na Naghahari-harian
Kwentong Bayan,Long,Matulungin,Baryo Maligaya
Pabula,Long,Kabayanihan,Mga Pusa laban sa mga Daga
Pabula,Long,Pagkakaibigan,Si Dagang Bayan at Dagang Bukid
Pabula,Long,Kasipagan,Si Jupiter at Ang Tsonggo
Pabula,Long,Kabayanihan,Ang Buwaya at Ang Pabarael
Pabula,Short,Pagkakaibigan,Ibig maging Tenor
Alamat,Long,Matulungin,Lalapindigowa-i: Kung Bakit Maliit ang Beywang ng Putakti
Alamat,Long,Katapatan,Alamat ng Basey
Alamat,Long,Kasipagan,Ang Pinagmulan ng Sansinukob at Lahi
Pabula,Short,Matulungin,Ang Balat-Kayo
Kwentong Bayan,Long,Kabayanihan,"Nanggagaya, ngunit hindi kaya"
Pabula,Short,Pagkakaibigan,Ang Mga Daga
Pabula,Long,Katapatan,Ang Tigre at Ang Alamid
Pabula,Long,Kasipagan,Ang Manok at Ang Lawin
Alamat,Long,Kabayanihan,Alamat ng Litson
Alamat,Long,Matulungin,Alamat ng Marinduque
Alamat,Long,Pagkakaibigan,Alamat ng Bundok Kanlaon
Alamat,Long,Katapatan,Alamat ng tatlong kulay ng Tao
Pabula,Long,Kasipagan,Ang Uwak at Ang Lamiran
Pabula,Long,Matulungin,Ang laban ng mga Alimango
Pabula,Short,Kabayanihan,Ang Kalabaw at Ang Suso
Pabula,Long,Pagkakaibigan,Ang Hukuman ni Sinukuan
Kwentong Bayan,Long,Katapatan,Si Alelu’k At Si Alebu’tud
Alamat,Long,Kasipagan,Ang Alamat ng Mga Unang Tala
Alamat,Long,Katapatan,Ang Alamat ng Puso ng Saging
Pabula,Long,Kabayanihan,Si Gagamba at ang Luntiang Damuhan
Alamat,Long,Matulungin,Ang Alamat ng Haring Kidlat
Pabula,Long,Pagkakaibigan,Si Ibon at si Hangin
Pabula,Long,Kasipagan,Si Tikling at si Maya
Alamat,Long,Katapatan,Ang Alamat ng Puno ng Balimbing
Pabula,Long,Matulungin,Si Palaka at ang Matamis na Tubig
Alamat,Long,Kabayanihan,Ang Alamat ng Matapang na Manok
Pabula,Long,Pagkakaibigan,Si Alitaptap at ang Bituin
Alamat,Long,Kasipagan,Ang Alamat ng Batong-Buhay
Pabula,Long,Matulungin,Si Loro at ang Mahiwagang Salamin
Alamat,Long,Kabayanihan,Ang Alamat ng Bulong ng Hangin
Pabula,Long,Pagkakaibigan,Si Pagong at ang Matalinong Lamok
Alamat,Long,Kasipagan,Ang Alamat ng Bahay-Kubo
Alamat,Long,Kabayanihan,Ang Alamat ni Datu Bago
Alamat,Long,Pagkakaibigan,Ang Alamat ng Binignit
Alamat,Long,Matulungin,Ang Alamat ng Teniente Gimo
Kwentong Bayan,Long,Katapatan,Ang Paglalakbay ni Sultan Kudarat
Alamat,Long,Kasipagan,Alamat ng Mamag
Alamat,Long,Matulungin,Alamat ng Talon ng Pagsanjan
Alamat,Long,Kabayanihan,Alamat ng Lupa
Alamat,Long,Pagkakaibigan,Ang Alamat ng Halaman
Pabula,Long,Katapatan,Ang Gruffalo
Alamat,Long,Kasipagan,Alamat ng Tsokolateng Burol
Alamat,Long,Kabayanihan,Alamat ng Bundok Apo
Alamat,Long,Matulungin,Ang Alamat Kung Bakit Nasa Labas ang Buto ng Kasoy
Alamat,Long,Pagkakaibigan,Alamat ng Bundok Pinto
Alamat,Long,Katapatan,Bakit Laylay Ang Balat Sa Leeg Ng Baka?
Alamat,Long,Kasipagan,Bakit Ikinakawag Ng Mga Aso Ang Kanilang Buntot
Pabula,Long,Matulungin,Si Langgam at si Butil ng Palay
Alamat,Long,Kabayanihan,Ang Alamat ng Itim na Bato
Pabula,Long,Pagkakaibigan,Si Matsing at ang Kalabasa
Alamat,Long,Katapatan,Ang Alamat ng Masayahing Bundok
Alamat,Long,Matulungin,Si Ulang at ang Alamat ng Dagat
Alamat,Long,Kabayanihan,Ang Alamat ng Bundok Banahaw
Alamat,Long,Pagkakaibigan,Si Alitaptap at ang Mahiwagang Ilaw
Alamat,Long,Kasipagan,Ang Alamat ng Puno ng Balete
Pabula,Long,Kabayanihan,Ang Kuting at ang Buwan
Alamat,Long,Pagkakaibigan,Ang Alamat ng Pagsilang ng Araw
Kwentong Bayan,Long,Matulungin,Si Kalapati at ang Matandang Ermitanyo
Alamat,Long,Katapatan,Ang Alamat ng Kulay ng Langit
Pabula,Long,Kasipagan,Si Uwak at ang Makisig na Leon
Alamat,Long,Matulungin,Ang Alamat ng Batong Dambuhala
Pabula,Long,Kabayanihan,Si Tikling at ang Gintong Paru-paro
Alamat,Long,Pagkakaibigan,Ang Alamat ng Dagat ng Palakpakan
Pabula,Long,Katapatan,Si Matsing at ang Kawayan
Alamat,Long,Kasipagan,Ang Alamat ng Inang Kalikasan
Alamat,Long,Kabayanihan,Si Kuneho at ang Alamat ng Bulaklak
Alamat,Long,Matulungin,Ang Alamat ng Matandang Pagong
Pabula,Long,Pagkakaibigan,Ang Matakaw na Aso
Kwentong Bayan,Long,Katapatan,Ang Engkantada ng Makulot
Kwentong Bayan,Long,Kasipagan,Regalo sa Guro
Kwentong Bayan,Long,Matulungin,Ang Inapi
Kwentong Bayan,Long,Kabayanihan,Kapuri-puring Bata
Kwentong Bayan,Long,Pagkakaibigan,Ang Alaga ni Mang Kardo
Kwentong Bayan,Long,Kabayanihan,Ang Mabait na Ulan
Pabula,Long,Pagkakaibigan,Ang Maingat na Alimango
Pabula,Long,Matulungin,Ang Puno at ang mga Hayop
Pabula,Long,Katapatan,Ang Matapat na Pusa
Kwentong Bayan,Long,Kasipagan,Ang Tsinelas at ang Bagong Sapatos
Pabula,Long,Matulungin,Ang Magkaibigang Aso at Pusa
Kwentong Bayan,Long,Kabayanihan,Halaman ng Pagmamahal
Kwentong Bayan,Long,Pagkakaibigan,Ang Nawawalang Prinsesa
Pabula,Long,Katapatan,Ang Naglalakbay na Bibe
Kwentong Bayan,Long,Kasipagan,Ang Tagumpay ng Maliliit
Pabula,Long,Kabayanihan,Ang Matiyagang Suso
Kwentong Bayan,Long,Matulungin,Ang Batang Matapat
Pabula,Long,Pagkakaibigan,Ang Maliit na Isda na may Malaking Pangarap
Pabula,Long,Katapatan,Ang Magkaibigang Ulan at Araw
Pabula,Long,Kasipagan,Ang Nawawalang Pusa at Ang Agila
Pabula,Long,Matulungin,Ang Biik na Makulit
Pabula,Long,Kabayanihan,Ang Daga na Mahilig  Makipag-away
Pabula,Long,Pagkakaibigan,Ang Aso at Ang Kuting
Pabula,Long,Katapatan,Ang Maya na Ayaw Tumigil sa Pagkanta
Pabula,Long,Kasipagan,Ang Pagong na Laging Nagtatago sa Kanyang Bahay
Pabula,Long,Katapatan,Bakit Mahilig ang Kuneho sa Karot?
Pabula,Long,Kabayanihan,Bakit Mahaba ang Leeg ng Dyirap?
Pabula,Long,Matulungin,Bakit Mahilig sa Matatamis ang mga Langgam?
Pabula,Long,Pagkakaibigan,Ang Matapang na Leyon
Pabula,Long,Kasipagan,Ang Sobrang Takaw na Usa
Pabula,Long,Katapatan,Ang Mapaglinlang na Soro
Pabula,Long,Matulungin,Ang Dalawang Sisne
Pabula,Long,Kabayanihan,Ang Magkaibigang Gansa at Pato
Pabula,Long,Pagkakaibigan,Ang Tuta at Ang Kuting
Pabula,Long,Kasipagan,Ang Mapagbigay na Puno
Kwentong Bayan,Long,Kabayanihan,Ang Payo ng Magulang
Kwentong Bayan,Long,Pagkakaibigan,Ang Bagong Telepono
Kwentong Bayan,Long,Matulungin,Ang Bunga ng Pagkaantala
Pabula,Long,Katapatan,Ang Mabait na Pagong at ang Masungit na Agila
Kwentong Bayan,Long,Kasipagan,Ang Tagumpay sa Maagang Paggawa
Pabula,Long,Matulungin,Ang Matalinong Paniki
Pabula,Long,Kabayanihan,Ang Masigasig na Langgam at ang Tamad na Uod
Pabula,Long,Pagkakaibigan,Ang Mapagbigay na Lobo
Kwentong Bayan,Long,Katapatan,Si Juan at ang Gintong Isda
Kwentong Bayan,Long,Kasipagan,Ang Batang Matulungin
Kwentong Bayan,Long,Kabayanihan,Ang Amang May Tatlong Anak
Kwentong Bayan,Long,Matulungin,Ang Kuwento ni Lina at ng Luntiang Puno
Kwentong Bayan,Long,Pagkakaibigan,Ang Mabait na Pastol at ang Nawawalang Tupa
Kwentong Bayan,Long,Katapatan,Ang Prinsesa at ang Duwende
Kwentong Bayan,Long,Kasipagan,Si Kidlat at ang Maharlikang Bangka
Pabula,Long,Matulungin,Ang Nawawalang Kabibe
Pabula,Long,Kabayanihan,Si Langgam at ang Mabait na Langit
Alamat,Long,Pagkakaibigan,Ang Alamat ng Mahiwagang Bahaghari
Alamat,Long,Katapatan,Si Palaka at ang Maalamat na Puno
Alamat,Long,Kasipagan,Ang Alamat ng Isang Libong Bituin
Pabula,Long,Katapatan,Si Matsing at ang Mahiwagang Sagingan
Alamat,Long,Kabayanihan,Ang Alamat ng Gintong Paru-paro
Pabula,Long,Matulungin,Si Pagong at ang Isang Araw sa Gubat
Alamat,Long,Pagkakaibigan,Ang Alamat ng Munting Gubat
Pabula,Long,Kasipagan,Si Langgam at ang Nawawalang Butil
Alamat,Long,Katapatan,Ang Alamat ng Mahabang Ulan
Alamat,Long,Matulungin,Si Palaka at ang Alamat ng Lawa
Alamat,Long,Kabayanihan,Ang Alamat ng Gintong Palasyo
Pabula,Long,Pagkakaibigan,Si Bubuyog at ang Mahiwagang Bulaklak
Pabula,Long,Kasipagan,Ang Kabayong Laging Nagmamadali
Pabula,Long,Matulungin,Ang Oso at ang mga Bubuyog
Pabula,Long,Kabayanihan,Ang Diwata at Ang Kwago
Pabula,Long,Pagkakaibigan,Ang Araw at Ang Tandang
Kwentong Bayan,Long,Kasipagan,Ang Mag-Asawang Magsasaka at Ang Baka
Kwentong Bayan,Long,Kabayanihan,Si Aya at Ang Itim na Pusa
Kwentong Bayan,Long,Pagkakaibigan,Ang Haring Ayaw Matulog
Pabula,Long,Matulungin,Ang Palaka na Mahilig Gumala
Pabula,Long,Katapatan,Ang Unggoy na Takaw-tingin
Pabula,Long,Kasipagan,Ang Reyna at Ang Gansa
Pabula,Long,Matulungin,Ang Sisiw na Nagbibingi-bingihan
Pabula,Long,Kabayanihan,Ang Tuta na Ayaw Maligo
Pabula,Long,Pagkakaibigan,Ang Prinsesa at ang Alitaptap
Pabula,Long,Katapatan,Ang Sorpresa ng Lobo
Pabula,Long,Kasipagan,Ang Matandang Uwak at ang Malaking Kesong Puti
Pabula,Long,Kabayanihan,Ang Elepante at ang Malaking Puno
Pabula,Long,Matulungin,Ang Buwaya at ang Matalinong Isda
Pabula,Long,Pagkakaibigan,Ang Makulay na Pakpak ng Paru-paro
Pabula,Long,Katapatan,Ang Kabayo ng Prinsipe
Pabula,Long,Kasipagan,Ang Tupa na Ayaw Tumulong
Pabula,Long,Matulungin,Ang Mag-asawang Maya
Kwentong Bayan,Long,Kabayanihan,Ang Tatlong Magkakapatid
Pabula,Long,Pagkakaibigan,"Si Kiko, ang Matulungin na Kuneho"
Kwentong Bayan,Long,Katapatan,Ang Ginintuang Palasyo
Pabula,Long,Matulungin,Si Lira at si Maya
Kwentong Bayan,Long,Kabayanihan,Ang Magsasakang Masigasig at ang Magsasakang Batugan
Kwentong Bayan,Long,Pagkakaibigan,Ang Lihim ng Lumang Gilingan
Kwentong Bayan,Long,Kasipagan,Si Ana at ang Kaniyang Magandang Ngiti
Kwentong Bayan,Long,Kabayanihan,Ang Madaldal na si Berto
Kwentong Bayan,Long,Pagkakaibigan,Ang Pakikibaka sa Pang-aabuso sa Paaralan
Kwentong Bayan,Long,Matulungin,Ang Pagbabago ni Marco
Kwentong Bayan,Long,Katapatan,Ang Pasaway na Bata
Kwentong Bayan,Long,Kasipagan,Ang Mapanganib na Alok
Kwentong Bayan,Long,Matulungin,Si Allan na Mahilig Maglaro
Kwentong Bayan,Long,Kabayanihan,Wastong Pangangalaga sa Kalusugan
Kwentong Bayan,Long,Pagkakaibigan,Ang Sobrang Pagkain ng Matatamis na Pagkain
Kwentong Bayan,Long,Katapatan,Ang Pangako ni Ryan
Kwentong Bayan,Long,Kasipagan,Ang Batang Mahilig Maglaro ng Tubig
Kwentong Bayan,Long,Kabayanihan,Si Luis at ang Nawawalang Alaga
Pabula,Long,Matulungin,Ang Matalinong Aso at ang Maingay na Pabo
Alamat,Long,Pagkakaibigan,Ang Alamat ng Makulay na Paruparo
Pabula,Long,Katapatan,Si Matsing at ang Mahiwagang Puno ng Bayabas
Alamat,Long,Kasipagan,Ang Alamat ng Dalawang Bundok
Pabula,Long,Matulungin,Si Alitaptap at ang Nawawalang Liwanag
Alamat,Long,Kabayanihan,Ang Alamat ng Gintong Palasyo sa Ilalim ng Lawa
Pabula,Long,Pagkakaibigan,Si Palaka at ang Lihim ng Lawa
Alamat,Long,Matulungin,Ang Alamat ng Saging na Pula
Pabula,Long,Katapatan,Si Pagong at ang Bituing Marikit
Alamat,Long,Kasipagan,Ang Alamat ng Munting Isla
Pabula,Long,Matulungin,Si Bubuyog at ang Matamis na Patak ng Pulot
Alamat,Long,Kabayanihan,Ang Alamat ng Bahagharing Walang Kulay
Pabula,Long,Pagkakaibigan,Si Tuko at ang Bato ng Katapangan
Alamat,Long,Katapatan,Ang Alamat ng Bukal ng Kaligayahan
Pabula,Long,Kasipagan,Si Alitaptap at ang Mahiwagang Gabi
Alamat,Long,Kabayanihan,Ang Alamat ng Makisig na Agila
Pabula,Long,Matulungin,Si Matsing at ang Batong Matigas
Alamat,Long,Pagkakaibigan,Ang Alamat ng Bundok na Nawawala
Pabula,Long,Katapatan,Si Pagong at ang Dahon ng Saging
Alamat,Long,Kasipagan,Ang Alamat ng Gintong Isda
Pabula,Long,Matulungin,Si Uwak at ang Mahiwagang Ulan
Kwentong Bayan,Long,Kabayanihan,Ang Musika sa Buhay ng Tao
Kwentong Bayan,Long,Pagkakaibigan,Ang Banig ni Nanay
Kwentong Bayan,Long,Katapatan,Batang Imahinasyon
Kwentong Bayan,Long,Kasipagan,Ang Kampana sa Simbahan
Kwentong Bayan,Long,Katapatan,Kapatid at Kaibigan
Kwentong Bayan,Long,Kabayanihan,Si Jawo at Jack
Kwentong Bayan,Long,Matulungin,Ang Dating Pasko
Kwentong Bayan,Long,Pagkakaibigan,Bakit Laging Nakasimangot si Mang Ben?
Kwentong Bayan,Long,Kasipagan,Bulong ng Hangin
Kwentong Bayan,Long,Katapatan,Nalugmok Man Ako...
Kwentong Bayan,Long,Matulungin,Ang Nagbabagang Araw
Kwentong Bayan,Long,Kabayanihan,Sa Ilalim ng Pinong Buhangin
Kwentong Bayan,Long,Pagkakaibigan,Yakap
Kwentong Bayan,Long,Kasipagan,Matamis na Paghihiganti
Kwentong Bayan,Long,Kabayanihan,Bawat Butil
Kwentong Bayan,Long,Pagkakaibigan,Isang Sentimo
Kwentong Bayan,Long,Matulungin,Sa Pagsapit ng Dapit-Hapon
Kwentong Bayan,Long,Katapatan,Pagmamahal sa Gitna ng Kadiliman
Kwentong Bayan,Long,Kasipagan,Kaba
Kwentong Bayan,Long,Matulungin,Boses
Kwentong Bayan,Long,Kabayanihan,Kahalagahan ng Pakikibaka
Kwentong Bayan,Long,Pagkakaibigan,Ikaw na Nga
Kwentong Bayan,Long,Katapatan,Swerte
Kwentong Bayan,Long,Kasipagan,Dasal ng Bawat Isa
Pabula,Long,Kabayanihan,Ang Pagtakas ng Kwago
Kwentong Bayan,Long,Matulungin,Kahalagahan ng Ingay Kung Minsan
Pabula,Long,Pagkakaibigan,Iyak ng Ibong Marikit
Kwentong Bayan,Long,Katapatan,Sakit sa Gitna ng Kasiyahan
Kwentong Bayan,Long,Kasipagan,Pahinga sa mga Yakap Mo
Kwentong Bayan,Long,Matulungin,Pagbangon
Kwentong Bayan,Long,Kabayanihan,Kisap Mata
Kwentong Bayan,Long,Pagkakaibigan,Pusong Bato
Kwentong Bayan,Long,Katapatan,Liwanag sa Dilim
Kwentong Bayan,Long,Kasipagan,Ikaw at Ako
Kwentong Bayan,Long,Katapatan,Imposible at Posible
Pabula,Long,Kabayanihan,Ang Baboy at ang Magsasaka
Kwentong Bayan,Long,Matulungin,Si Juan at ang Nasirang Plorera
Pabula,Long,Pagkakaibigan,Ang Paglalakbay ni Titik at Kuwago
Pabula,Long,Kasipagan,Ang Buwaya at ang Kuneho
Kwentong Bayan,Long,Katapatan,Ang Babaeng Nagiging Bato
Kwentong Bayan,Long,Matulungin,Ang Pusong Bato na Prinsipe
Kwentong Bayan,Long,Kabayanihan,Ang Engkantada na Mapagmahal
Pabula,Long,Pagkakaibigan,Ang Pagsubok ng Pagtitiwala ng Aso at Pusa
Pabula,Long,Kasipagan,Ang Matalinong Ibon at ang Mangangaso
Pabula,Long,Matulungin,Ang Palakang Naghahangad Maging Isda
Kwentong Bayan,Long,Kabayanihan,Ang mga Multo ng Lumang Bahay
Kwentong Bayan,Long,Pagkakaibigan,Ang Prinsesa na Nagiging Pusa sa Gabi
Pabula,Long,Kasipagan,Ang Ugat ng Pagitan ng Agila at Daga
Pabula,Long,Kabayanihan,Ang Alitan ng Langgam at Kalabaw
Kwentong Bayan,Long,Pagkakaibigan,Ang mga Engkanto sa Loob ng Gubat
Pabula,Long,Matulungin,Ang Munting Paruparo at ang Mapagmataas na Bubuyog
Kwentong Bayan,Long,Katapatan,Ang Planong Eksperimento ni Nico
Kwentong Bayan,Long,Kasipagan,Ang Makalat na si Lino
Kwentong Bayan,Long,Matulungin,Ang Pag-amin ni Pedro
Kwentong Bayan,Long,Kabayanihan,Ang Mahiwagang Baso
Kwentong Bayan,Long,Pagkakaibigan,Ang Paboritong Aso ni Tonton
Pabula,Long,Katapatan,Ang Pagtutulungan ng Dalawang Magkaaway
Kwentong Bayan,Long,Kasipagan,Ang Pangarap ni Nita
Kwentong Bayan,Long,Kabayanihan,Ang Pabango ni Lola
Kwentong Bayan,Long,Matulungin,Ang Mahiwagang Takip
Pabula,Long,Pagkakaibigan,Ang Mapaghiganting Leon at ang Maawain na Daga
Pabula,Long,Katapatan,Ang Maingay na Ibon at ang Tahimik na Ahas
Pabula,Long,Kasipagan,Ang Magkaibang Pananaw ng Pagong at Kuneho
Pabula,Long,Matulungin,Ang Matalinong Ulan at ang Mayabang na Araw
Pabula,Long,Kabayanihan,Si Riki at si Mimi
Kwentong Bayan,Long,Pagkakaibigan,Si Juan at ang Higanteng Kawayan
Kwentong Bayan,Long,Katapatan,Ang Matalinong Prinsipe ng Karagatan
Alamat,Long,Matulungin,Si Amihan at Habagat
Kwentong Bayan,Long,Kabayanihan,Ang Kwento ng Tatlong Magkakapatid at ang Mahiwagang Bundok
Kwentong Bayan,Long,Pagkakaibigan,Si Siete at ang Pitong Diwata
Kwentong Bayan,Long,Kasipagan,Ang Mahikang Sombrero ni Lola Basyang
Pabula,Long,Kabayanihan,Si Tandang at ang Makapangyarihang Palakol
Kwentong Bayan,Long,Pagkakaibigan,Ang Kuwento ng Haring May Mahabang Buhok
Kwentong Bayan,Long,Matulungin,Si Juan Tamad at ang Mahiwagang Buto
Kwentong Bayan,Long,Katapatan,Ang Lihim ng Nakakatakot na Gubat
Alamat,Long,Kasipagan,Ang Alamat ng Puso ng Isang Bulaklak
Pabula,Long,Matulungin,Si Langgam at ang Mahiwagang Butil ng Asukal
Alamat,Long,Kabayanihan,Ang Alamat ng Luhang Kristal
Pabula,Long,Pagkakaibigan,Si Pagong at ang Mabangis na Buwaya
Alamat,Long,Katapatan,Ang Alamat ng Buwan at ang mga Bituin
Pabula,Long,Kasipagan,Ang Ibon at ang Mapang-akit na Kulay
Pabula,Long,Kabayanihan,Ang Lobo at ang Mabait na Kordero
Pabula,Long,Matulungin,Ang Unggoy at ang Manggagamot
Pabula,Long,Pagkakaibigan,Ang Sakitin na Biik
Kwentong Bayan,Long,Katapatan,Ang Engkantadong Punong Kahoy
Kwentong Bayan,Long,Kasipagan,Ang Babaeng Nakatira Malapit sa Talon
Pabula,Long,Matulungin,Ang Bubuyog at ang Hardin ng Mangkukulam
Pabula,Long,Kabayanihan,Ang Itim na Pusa ng Mangkukulam
Kwentong Bayan,Long,Pagkakaibigan,Ang Tigre ng Prinsesa
Kwentong Bayan,Long,Kabayanihan,Ang Magulong Pamilya ni Agustin
Kwentong Bayan,Long,Pagkakaibigan,Ang Magkapatid na Kulit at Likot
Kwentong Bayan,Long,Matulungin,Ang Pag-iyak ng Karagatan
Kwentong Bayan,Long,Katapatan,Ang Bayani ng Basura
Kwentong Bayan,Long,Kasipagan,Ang Kagubatan na Pabago-bago ng Anyo
Pabula,Long,Matulungin,Ang Pagkakaisa ng mga Kulay
Kwentong Bayan,Long,Kabayanihan,Ang Pag-ibig ng Mayaman at Mahirap
Kwentong Bayan,Long,Pagkakaibigan,SI Boboy na Mapanginis at ang Kaniyang Pagbabago
Kwentong Bayan,Long,Katapatan,Ang Takot sa Dilim
Kwentong Bayan,Long,Kasipagan,Ang Bata na Nag-iisa
Pabula,Long,Kabayanihan,Ang mga Puno na Laging Umiiyak
Pabula,Long,Matulungin,Si Maya at ang Matamis na Pag-awit
Alamat,Long,Pagkakaibigan,Ang Alamat ng Kabibe at ang Perlas
Pabula,Long,Katapatan,Si Matsing at ang Nawawalang Puno ng Mangga
Alamat,Long,Kasipagan,Ang Alamat ng Matandang Suso
Pabula,Long,Matulungin,Si Bubuyog at ang Mahiwagang Puno ng Langka
Alamat,Long,Kabayanihan,Ang Alamat ng Maharlikang Kalapati
Pabula,Long,Pagkakaibigan,Si Kuneho at ang Mahiwagang Kalabasa
Alamat,Long,Katapatan,Ang Alamat ng Naglalahong Bundok
Pabula,Long,Kasipagan,Si Alitaptap at ang Apoy
Alamat,Long,Katapatan,Ang Alamat ng Singsing ng Reyna
Alamat,Long,Kabayanihan,Si Pagong at ang Alamat ng Mabagal na Ilog
Alamat,Long,Matulungin,Ang Alamat ng Pagsilang ng Araw at Buwan
Pabula,Long,Pagkakaibigan,Si Tandang at ang Gintong Palay
Alamat,Long,Kasipagan,Ang Alamat ng Diwatang Naglaho
Pabula,Long,Katapatan,Si Langgam at ang Nawawalang Kagubatan
Kwentong Bayan,Long,Matulungin,Si Juan at ang Mahiwagang Punso
Pabula,Long,Kabayanihan,Ang Magkaibigang Daga at Pusa
Kwentong Bayan,Long,Pagkakaibigan,Si Mariang Mapangarap at ang Engkantadong Gubat
Pabula,Long,Kasipagan,Ang Kwento ng Matalinong Matsing at Pagong
Kwentong Bayan,Long,Kabayanihan,Si Lolo Isko at ang Gintong Itlog
Kwentong Bayan,Long,Pagkakaibigan,Kwento ng Perlas sa Singsing
Kwentong Bayan,Long,Matulungin,Sa Likod ng Bawat Tagumpay
Kwentong Bayan,Long,Katapatan,Kwento ng Isang Tapat na Gobyerno
Kwentong Bayan,Long,Kasipagan,Sa Saya't Kalungkutan
Kwentong Bayan,Long,Matulungin,Walang Hanggang Pag-iibigan
Kwentong Bayan,Long,Kabayanihan,Saloobin
Kwentong Bayan,Long,Pagkakaibigan,Muling Pagkikita
Kwentong Bayan,Long,Katapatan,Sa Gitna ng Kagipitan
Kwentong Bayan,Long,Kasipagan,Ang Aking Paboritong Musikero
Kwentong Bayan,Long,Kabayanihan,Si Elsa at Pepito
Kwentong Bayan,Long,Matulungin,Si Janice at Patrick
Kwentong Bayan,Long,Pagkakaibigan,Paboritong Awitin
Kwentong Bayan,Long,Katapatan,Nang Mahulog
Kwentong Bayan,Long,Kasipagan,Tila Panaginip
Kwentong Bayan,Long,Matulungin,Ang Sapatos ng Aking Kaibigan
Kwentong Bayan,Long,Kabayanihan,Ang Puno ng Saging at ang Munting Diwata
Pabula,Long,Pagkakaibigan,Si Pedro at ang Ahas na May Pitong Ulo
Pabula,Long,Katapatan,Ang Mahabang Paglalakbay ni Kalabaw at Kabayo
Kwentong Bayan,Long,Kasipagan,Si Aling Rosa at ang Nawawalang Singsing
Alamat,Long,Katapatan,Ang Kuwento ng Prinsesang Naging Isang Bulaklak
Kwentong Bayan,Long,Kabayanihan,Si Juan at ang Mahiwagang Salakot
Pabula,Long,Matulungin,Ang Matalinong Gansa at ang Matabang Pato
Pabula,Long,Pagkakaibigan,Si Lakas at ang Malupit na Higante
Alamat,Long,Kasipagan,Ang Kwento ng Prinsipeng May Isang Libong Buhok
Alamat,Long,Katapatan,Si Maria at ang Mahiwagang Panyo
Alamat,Long,Matulungin,Ang Alamat ng Magiting na Mandirigma
Kwentong Bayan,Long,Kabayanihan,Si Tandang at ang Lihim ng Matandang Bahay
Kwentong Bayan,Long,Pagkakaibigan,Ang Kuwento ng Dalawang Prinsipe at ang Enkantadong Gubat
Kwentong Bayan,Long,Kasipagan,Si Lola Berta at ang Nawawalang Gintong Kutsara
Pabula,Long,Matulungin,Ang Lihim ng Makisig na Agila
Pabula,Long,Kabayanihan,Ang Pag-aaway ng Isda at Manok
Alamat,Long,Pagkakaibigan,Ang Diwata ng Bituin
Alamat,Long,Kasipagan,Alamat ng Orasan
Alamat,Long,Kabayanihan,Ang Diwata ng Kalendaryo
Pabula,Long,Pagkakaibigan,Ang Puno at ang Gumamela
Alamat,Long,Matulungin,Ang Pagkakibigan ng Bituin at Buwan
Alamat,Long,Katapatan,Ang Diwata ng Kasiyahan
Kwentong Bayan,Long,Kasipagan,Ang Pag-aaway ng Magkapatid
Alamat,Long,Matulungin,Ang Alitan ng Langit at Lupa
Kwentong Bayan,Long,Kabayanihan,Ang Kagubatan na Puno ng Musika
Kwentong Bayan,Long,Pagkakaibigan,Ang Prinsesa na may Bulawan na Buhok
Alamat,Long,Katapatan,Ang Diwata na Nagbibigay ng Kalayaan
Kwentong Bayan,Long,Kasipagan,Ang Bituin na Laging Nakatitig sa Tubig
Kwentong Bayan,Long,Kabayanihan,Si Jona na Ayaw tumigil sa Pagsasalita
Kwentong Bayan,Long,Matulungin,Ang Kapre na Humiling Maging Tao
Pabula,Long,Pagkakaibigan,Ang Mahiwagang Susi ng Gubat
Alamat,Long,Katapatan,Ang Alamat ng Nawawalang Prinsesa
Pabula,Long,Kasipagan,Si Pagong at ang Lihim na Kayamanan
Pabula,Long,Matulungin,Ang Kabayo at ang Makapangyarihang Bato
Alamat,Long,Kabayanihan,Ang Alamat ng Bahagharing Tulay
Pabula,Long,Pagkakaibigan,Ang Matandang Puno at ang Batang Mandirigma
Kwentong Bayan,Long,Katapatan,Ang Pag-ibig ng Dalawang Buwan
Pabula,Long,Matulungin,Ang Magsasaka at Haring Agila
Alamat,Long,Kabayanihan,Ang Alamat ng Puting Paru-paro
Kwentong Bayan,Long,Pagkakaibigan,Ang Duwende sa Puno ng Mangga
Pabula,Long,Kasipagan,Ang Lihim ng Bulaklak na Walang Kulay
Pabula,Long,Kabayanihan,Ang Ahas at ang Gintong Palasyo
Alamat,Long,Pagkakaibigan,Ang Alamat ng Dala-Dalawang Araw
Alamat,Long,Matulungin,Ang Alamat ng Nawawalang Bituin
Alamat,Long,Katapatan,Ang Alamat ng Bundok ng mga Bulakak
Kwentong Bayan,Long,Kasipagan,Ang Tikbalang at ang Nawawalang Prinsipe
Kwentong Bayan,Long,Matulungin,Ang Paglalakbay ni Maraya sa Karagatang Bughaw
Kwentong Bayan,Long,Kabayanihan,Ang Mahiwagang Tambuli ng Dagat
Alamat,Long,Pagkakaibigan,Ang Alamat ng Ilog ng Pighati
